ID,Sex,Marital status,Age,Education,Income,Occupation,Height,Weight,Settlement size,Parents name
100000432,male,single,29,other,230883,manager,144,53,big city,Roozan
100000433,male,single,36,high school,136689,manager,161,50,big city,Samid
100000434,male,non-single,33,high school,109145,staff,142,78,small city,Ann
100000435,male,single,25,other,100449,staff,164,76,big city,George
100000436,male,non-single,25,high school,106253,staff,140,66,small city,Matt
100000437,male,non-single,23,high school,84747,unemployed,168,61,small city,Andrew
100000438,female,non-single,37,high school,149465,staff,149,59,mid-size city,Martin
100000439,male,single,65,university,84435,unemployed,169,47,small city,Ann
100000440,female,non-single,26,high school,51681,unemployed,161,73,small city,Jennifer
100000441,male,single,39,,139198,manager,165,89,mid-size city,Jennifer
100000442,female,non-single,30,high school,106577,staff,143,37,mid-size city,Samuel
100000443,male,single,29,other,117372,staff,143,55,big city,Jennifer
100000444,male,single,41,,69609,unemployed,168,50,small city,George
100000445,female,non-single,30,high school,178947,manager,157,61,big city,Martin
100000446,female,non-single,41,university,81743,unemployed,186,61,small city,Matt
100000447,female,non-single,34,,111900,staff,149,58,mid-size city,Martin
100000448,male,single,35,high school,121650,staff,145,82,small city,Ann
100000449,female,non-single,55,university,172639,manager,156,67,big city,George
100000450,male,non-single,61,university,175740,staff,169,68,mid-size city,Andrew
100000451,male,single,30,other,220050,manager,159,82,big city,George
100000452,female,non-single,29,high school,95200,staff,144,68,mid-size city,George
100000453,male,single,34,,113609,staff,188,72,mid-size city,Samuel
100000454,male,single,35,high school,143552,manager,179,53,big city,Lothor
100000455,male,single,31,other,130973,staff,165,66,big city,Matt
100000456,female,non-single,29,high school,145946,manager,157,43,big city,Samid
100000457,male,single,36,high school,126206,staff,189,56,mid-size city,Martin
100000458,male,single,35,high school,120426,staff,182,76,small city,Ann
100000459,female,non-single,27,high school,91925,staff,163,55,big city,Jennifer
100000460,male,single,32,other,129630,staff,173,87,big city,Samuel
100000461,male,single,37,high school,124268,staff,165,49,big city,Andrew
100000462,male,single,36,,105240,staff,187,60,mid-size city,Jennifer
100000463,female,non-single,34,high school,162180,manager,176,54,small city,Roozan
100000464,male,single,38,,106552,staff,141,72,big city,Andrew
100000465,male,single,34,high school,105843,staff,157,71,big city,Samid
100000466,male,single,63,university,138327,staff,159,52,mid-size city,Samid
100000467,female,non-single,29,high school,76154,unemployed,178,60,small city,Samid
100000468,male,single,32,other,155012,staff,177,48,mid-size city,Jennifer
100000469,female,non-single,26,,114369,staff,144,66,mid-size city,Lothor
100000470,male,single,35,high school,102839,unemployed,143,47,small city,Samuel
100000471,male,non-single,22,,132796,staff,179,69,small city,Roozan
100000472,female,non-single,23,high school,89742,staff,154,65,big city,Samuel
100000473,male,single,28,other,58615,unemployed,159,64,small city,Samuel
100000474,male,single,36,high school,130603,manager,180,52,big city,Matt
100000475,male,non-single,33,high school,110340,staff,143,71,small city,Samuel
100000476,female,non-single,26,high school,117729,staff,181,70,big city,Matt
100000477,male,single,24,other,130808,staff,162,70,small city,Matt
100000478,male,single,25,other,147402,staff,153,85,big city,Ann
100000479,male,single,39,high school,93567,unemployed,183,61,small city,Lothor
100000480,male,single,44,high school,109289,staff,165,69,mid-size city,Samuel
100000481,female,non-single,23,high school,98742,unemployed,178,54,small city,Martin
100000482,male,single,26,other,101270,staff,147,69,small city,Lothor
100000483,female,non-single,57,university,187835,staff,164,74,mid-size city,Andrew
100000484,female,non-single,30,high school,140741,staff,159,57,small city,Jennifer
100000485,male,single,44,high school,133265,staff,166,85,big city,Matt
100000486,male,single,47,high school,148100,manager,164,62,big city,Lothor
100000487,male,single,52,high school,131021,staff,148,57,big city,Martin
100000488,female,non-single,62,university,152620,staff,188,75,big city,Matt
100000489,male,single,35,high school,85033,unemployed,159,77,small city,Martin
100000490,male,single,26,other,114514,staff,189,51,mid-size city,Jennifer
100000491,male,single,26,other,99307,staff,164,76,mid-size city,Samuel
100000492,female,non-single,42,university,219451,manager,167,66,big city,Samid
100000493,female,non-single,27,high school,114007,staff,156,40,small city,Jennifer
100000494,male,single,38,high school,102846,staff,178,77,small city,Samuel
100000495,male,single,39,high school,81483,unemployed,189,67,small city,Roozan
100000496,male,non-single,20,high school,107779,staff,179,87,big city,Lothor
100000497,male,single,29,other,222360,manager,187,51,big city,Jennifer
100000498,male,single,40,high school,107125,staff,150,49,small city,Samid
100000499,male,non-single,32,high school,80080,unemployed,181,54,small city,Andrew
100000500,male,non-single,28,high school,129600,staff,188,86,small city,Jennifer
100000501,female,non-single,27,high school,118613,staff,162,52,mid-size city,Ann
100000502,male,single,42,high school,146237,staff,142,60,mid-size city,Andrew
100000503,male,non-single,49,university,144461,staff,140,83,big city,Martin
100000504,male,single,38,high school,124487,staff,173,88,small city,Lothor
100000505,female,non-single,24,high school,97826,staff,177,39,small city,Ann
100000506,male,single,27,other,64105,unemployed,167,65,small city,Samuel
100000507,male,single,36,high school,156374,staff,185,64,big city,George
100000508,male,single,34,high school,205383,manager,189,55,big city,Andrew
100000509,male,non-single,28,high school,98964,staff,150,70,big city,Jennifer
100000510,male,single,45,high school,221842,manager,165,46,big city,Matt
100000511,male,single,26,other,88027,staff,140,73,big city,Roozan
100000512,male,single,32,other,160513,manager,178,50,big city,Ann
100000513,male,single,26,other,124536,staff,158,69,big city,Samuel
100000514,male,non-single,20,,93634,staff,182,62,small city,Matt
100000515,male,single,54,high school,124725,staff,185,84,small city,Roozan
100000516,female,non-single,37,,102456,staff,178,41,small city,Lothor
100000517,male,single,40,high school,74975,unemployed,164,83,small city,Samid
100000518,female,non-single,23,high school,153861,staff,172,67,mid-size city,Martin
100000519,male,single,43,high school,119351,staff,140,86,big city,Martin
100000520,male,single,36,high school,95438,staff,175,85,big city,George
100000521,male,single,44,,147967,staff,148,49,big city,Jennifer
100000522,female,non-single,24,high school,116863,staff,172,35,mid-size city,Martin
100000523,male,single,53,high school,170622,staff,186,55,mid-size city,Lothor
100000524,female,non-single,23,high school,132426,staff,146,72,mid-size city,Lothor
100000525,female,non-single,26,high school,77519,unemployed,155,75,small city,George
100000526,male,single,30,other,169405,staff,143,56,big city,Jennifer
100000527,female,non-single,31,high school,120030,staff,159,40,small city,Samuel
100000528,male,single,42,high school,77933,unemployed,151,56,small city,Roozan
100000529,male,non-single,31,high school,109892,staff,184,84,mid-size city,Roozan
100000530,male,single,41,high school,69062,unemployed,166,72,small city,Andrew
100000531,male,single,32,other,116348,staff,143,78,small city,Samid
100000532,female,non-single,28,high school,137188,staff,171,54,mid-size city,Samuel
100000533,male,non-single,41,high school,110199,staff,188,78,small city,Matt
100000534,male,non-single,26,high school,109890,staff,143,54,mid-size city,Martin
100000535,male,single,25,other,109751,staff,176,49,big city,Jennifer
100000536,male,non-single,33,high school,129651,staff,161,72,mid-size city,Samuel
100000537,female,non-single,75,graduate school,170113,manager,154,52,mid-size city,Roozan
100000538,female,non-single,37,high school,140285,staff,148,47,mid-size city,Samid
100000539,male,single,42,high school,198029,manager,146,49,big city,Andrew
100000540,female,non-single,45,university,120262,unemployed,172,54,small city,Andrew
100000541,male,non-single,23,high school,105137,staff,155,85,mid-size city,Jennifer
100000542,male,single,60,university,127371,staff,142,84,small city,Jennifer
100000543,male,single,31,other,145689,staff,145,62,small city,Roozan
100000544,male,single,34,high school,102617,unemployed,176,56,mid-size city,Samuel
100000545,male,single,61,university,90709,unemployed,178,61,small city,Ann
100000546,male,single,43,high school,107099,staff,151,49,mid-size city,Samid
100000547,female,non-single,37,high school,116021,staff,189,41,big city,Matt
100000548,male,single,32,other,100426,staff,183,60,big city,Roozan
100000549,female,non-single,24,,62249,unemployed,164,71,small city,George
100000550,male,single,35,high school,172957,staff,183,48,mid-size city,Samid
100000551,female,non-single,23,high school,95003,staff,164,39,mid-size city,Andrew
100000552,male,single,45,,109698,unemployed,144,75,small city,Samuel
100000553,male,non-single,34,high school,157376,staff,160,68,small city,Lothor
100000554,male,single,27,other,123191,staff,147,80,big city,Lothor
100000555,female,non-single,67,graduate school,171052,manager,169,69,small city,Samuel
100000556,male,single,22,other,99328,staff,170,83,small city,George
100000557,female,non-single,28,high school,133799,staff,168,68,big city,Samuel
100000558,female,non-single,29,high school,138256,staff,156,68,big city,Matt
100000559,male,single,27,other,115638,staff,177,45,small city,Jennifer
100000560,male,single,31,other,82238,unemployed,148,89,small city,Martin
100000561,male,single,49,high school,127543,staff,158,57,mid-size city,Martin
100000562,male,single,24,other,63987,unemployed,150,47,small city,Samuel
100000563,female,non-single,29,high school,114784,staff,163,66,small city,Matt
100000564,male,single,37,high school,217450,staff,152,45,mid-size city,Roozan
100000565,male,single,37,high school,173751,manager,174,85,big city,Samuel
100000566,female,non-single,23,high school,122850,staff,145,47,small city,Andrew
100000567,male,non-single,36,,104953,staff,141,74,small city,Andrew
100000568,male,single,34,high school,152371,staff,147,75,mid-size city,Lothor
100000569,male,single,41,high school,139905,staff,162,46,small city,Roozan
100000570,female,non-single,31,high school,156700,staff,166,67,mid-size city,Samuel
100000571,female,non-single,23,,86488,unemployed,144,55,small city,Samid
100000572,male,single,38,high school,147472,staff,188,84,small city,Roozan
100000573,female,non-single,26,high school,169991,manager,143,36,small city,Martin
100000574,female,non-single,22,high school,62381,unemployed,157,51,small city,Andrew
100000575,male,single,27,other,70926,unemployed,171,82,small city,George
100000576,female,non-single,24,high school,113004,staff,166,48,mid-size city,Andrew
100000577,female,non-single,27,high school,125760,staff,178,39,small city,Samid
100000578,female,non-single,33,high school,111918,staff,143,62,big city,Jennifer
100000579,male,non-single,27,high school,120674,staff,152,60,mid-size city,George
100000580,male,non-single,27,high school,63597,unemployed,170,51,small city,Samid
100000581,male,single,30,other,103069,staff,142,47,mid-size city,George
100000582,male,single,49,high school,108079,unemployed,147,81,small city,Jennifer
100000583,female,non-single,26,high school,101159,staff,160,53,mid-size city,Roozan
100000584,male,single,33,high school,88211,unemployed,165,68,small city,Andrew
100000585,female,non-single,52,university,159052,manager,151,46,mid-size city,George
100000586,female,non-single,20,high school,102623,staff,188,67,big city,Samid
100000587,male,single,36,high school,115589,staff,156,68,small city,Matt
100000588,male,single,21,other,59127,unemployed,174,69,small city,Matt
100000589,male,non-single,47,university,82240,unemployed,170,86,small city,Matt
100000590,male,single,60,university,129425,staff,186,82,mid-size city,Samid
100000591,female,non-single,58,university,87058,unemployed,186,40,small city,Ann
100000592,female,non-single,42,university,128462,staff,172,70,big city,Andrew
100000593,female,non-single,36,high school,121403,unemployed,162,43,small city,George
100000594,female,non-single,20,high school,88141,unemployed,182,38,small city,Martin
100000595,male,single,40,,134946,manager,164,68,big city,Roozan
100000596,female,non-single,32,high school,94058,unemployed,151,46,small city,Andrew
100000597,female,non-single,23,high school,99285,staff,150,71,mid-size city,Ann
100000598,male,single,36,high school,108432,unemployed,189,88,small city,Martin
100000599,male,single,31,other,111369,staff,189,63,small city,Samid
100000600,male,single,32,other,122612,staff,168,53,big city,Roozan
100000601,female,non-single,45,university,134350,staff,150,74,small city,Matt
100000602,female,non-single,30,high school,108838,staff,159,44,big city,George
100000603,female,non-single,34,high school,90852,unemployed,163,70,small city,George
100000604,female,non-single,28,high school,151580,manager,189,44,big city,Andrew
100000605,female,non-single,23,high school,115681,staff,182,39,mid-size city,Martin
100000606,male,single,22,other,131699,staff,143,72,mid-size city,Andrew
100000607,male,single,74,university,192481,manager,189,87,mid-size city,Ann
100000608,female,non-single,50,university,155122,staff,181,61,big city,Samid
100000609,male,single,33,high school,106015,staff,163,48,big city,George
100000610,male,single,45,high school,108378,staff,187,87,small city,Matt
100000611,female,non-single,22,high school,105257,staff,171,35,mid-size city,Matt
100000612,female,non-single,48,university,118788,unemployed,146,54,small city,Samuel
100000613,female,non-single,29,high school,162955,staff,174,60,big city,Ann
100000614,female,non-single,22,high school,119511,staff,140,38,big city,George
100000615,female,non-single,22,high school,102000,staff,166,57,small city,Samid
100000616,male,single,48,high school,254449,manager,182,59,mid-size city,Roozan
100000617,male,single,27,other,208446,manager,168,90,big city,Samuel
100000618,male,single,37,high school,124805,staff,161,46,small city,Ann
100000619,female,non-single,21,high school,139379,staff,162,68,small city,Jennifer
100000620,male,non-single,49,university,78296,unemployed,144,45,small city,Jennifer
100000621,male,single,27,other,125598,staff,164,60,mid-size city,Andrew
100000622,male,single,32,other,100215,staff,164,81,big city,Ann
100000623,male,non-single,38,high school,130951,staff,144,67,big city,Jennifer
100000624,female,non-single,22,high school,102480,staff,160,64,big city,Samuel
100000625,male,single,65,university,136812,staff,146,46,mid-size city,Martin
100000626,male,single,35,,106919,staff,154,81,mid-size city,Matt
100000627,male,single,41,high school,131020,staff,142,90,big city,Andrew
100000628,male,single,29,other,119429,staff,151,47,mid-size city,George
100000629,male,single,36,high school,154521,staff,186,74,mid-size city,Samid
100000630,male,single,64,university,117842,unemployed,171,76,small city,Andrew
100000631,female,non-single,28,high school,124566,staff,155,49,big city,Samid
100000632,male,single,44,high school,110009,staff,182,87,big city,Jennifer
100000633,male,single,23,other,101210,staff,180,50,mid-size city,Jennifer
100000634,female,non-single,19,high school,101258,staff,184,43,small city,Roozan
100000635,female,non-single,25,high school,79045,unemployed,182,70,small city,Matt
100000636,male,single,47,,110866,staff,183,83,small city,Jennifer
100000637,female,non-single,28,high school,129640,staff,140,48,big city,Andrew
100000638,male,single,21,other,227021,staff,164,49,mid-size city,Samuel
100000639,female,non-single,34,high school,108549,staff,145,50,mid-size city,Lothor
100000640,male,single,26,other,122693,staff,180,50,small city,Matt
100000641,female,non-single,27,high school,35832,unemployed,169,42,small city,Jennifer
100000642,male,single,38,high school,81870,unemployed,187,80,small city,Samuel
100000643,male,single,40,high school,179790,manager,142,74,big city,Roozan
100000644,male,non-single,33,high school,107158,staff,171,77,mid-size city,Ann
100000645,male,non-single,32,high school,136638,manager,143,62,mid-size city,Samid
100000646,male,single,27,other,158147,staff,151,45,big city,Lothor
100000647,male,non-single,32,high school,132587,staff,187,89,big city,Samid
100000648,female,non-single,26,high school,128140,staff,181,67,big city,Samid
100000649,male,single,38,high school,117405,staff,143,54,mid-size city,Matt
100000650,male,single,40,high school,68475,unemployed,144,90,small city,Matt
100000651,male,single,50,high school,201656,manager,183,75,big city,Lothor
100000652,male,single,37,high school,86967,unemployed,151,73,small city,Martin
100000653,male,single,45,high school,118006,staff,142,65,mid-size city,Ann
100000654,male,single,42,high school,223630,manager,152,87,big city,Roozan
100000655,male,single,35,high school,110442,staff,173,56,small city,Matt
100000656,male,single,22,other,115691,staff,188,85,big city,Samid
100000657,male,single,41,high school,80232,unemployed,148,76,small city,Samid
100000658,male,single,37,high school,187647,staff,171,61,mid-size city,Lothor
100000659,female,non-single,28,high school,138952,staff,146,42,mid-size city,Lothor
100000660,male,single,41,high school,162772,staff,185,79,big city,George
100000661,male,non-single,23,high school,111862,staff,180,88,mid-size city,Jennifer
100000662,male,non-single,23,high school,90051,staff,189,87,mid-size city,Andrew
100000663,male,single,50,high school,121400,staff,152,48,mid-size city,Lothor
100000664,male,single,35,high school,137000,manager,144,75,big city,Jennifer
100000665,female,non-single,50,university,105031,unemployed,163,60,small city,Martin
100000666,male,single,27,other,172153,manager,156,51,big city,Ann
100000667,male,single,34,high school,170184,staff,170,55,mid-size city,Andrew
100000668,female,non-single,27,high school,123279,staff,157,48,mid-size city,Samuel
100000669,male,single,43,high school,140795,staff,148,63,small city,Matt
100000670,male,single,47,high school,144456,staff,145,47,small city,George
100000671,male,single,27,other,104773,unemployed,180,55,small city,Samuel
100000672,male,single,31,other,153353,staff,183,72,mid-size city,Andrew
100000673,male,single,42,high school,223018,manager,172,78,mid-size city,Andrew
100000674,male,non-single,24,,129177,staff,145,73,big city,Roozan
100000675,male,single,41,high school,114475,unemployed,186,47,mid-size city,Matt
100000676,female,non-single,26,high school,161323,manager,169,51,mid-size city,Ann
100000677,male,single,33,,135765,staff,162,86,big city,Lothor
100000678,male,non-single,24,high school,158421,staff,183,62,small city,Matt
100000679,male,single,64,university,103941,unemployed,175,68,small city,Roozan
100000680,female,non-single,26,high school,101783,staff,153,68,big city,Samuel
100000681,female,non-single,56,university,126531,staff,169,51,mid-size city,Samuel
100000682,male,single,37,high school,111394,staff,189,69,mid-size city,Matt
100000683,male,non-single,33,high school,103577,staff,171,65,big city,Lothor
100000684,male,non-single,47,university,149545,staff,161,90,mid-size city,Martin
100000685,male,single,31,other,171857,unemployed,164,74,small city,Andrew
100000686,male,single,34,high school,149782,staff,157,63,mid-size city,Lothor
100000687,male,single,27,other,112470,staff,184,73,mid-size city,George
100000688,male,single,30,other,133907,staff,154,80,big city,Andrew
100000689,male,single,35,high school,127849,staff,178,78,mid-size city,Samuel
100000690,male,single,31,other,160279,staff,152,70,big city,Matt
100000691,male,non-single,25,high school,92366,staff,173,73,big city,Martin
100000692,female,non-single,25,high school,104794,unemployed,153,74,small city,Martin
100000693,male,single,29,other,133436,staff,165,79,mid-size city,Samid
100000694,male,single,44,high school,110374,unemployed,166,60,small city,Martin
100000695,male,single,28,other,104263,staff,155,54,mid-size city,Matt
100000696,male,single,50,high school,138752,staff,173,76,small city,Lothor
100000697,male,single,29,other,102723,staff,186,63,small city,Matt
100000698,female,non-single,38,high school,46297,unemployed,157,55,small city,Roozan
100000699,male,single,24,other,96425,staff,169,84,mid-size city,Andrew
100000700,male,single,40,high school,158197,manager,177,60,mid-size city,Samid
100000701,female,non-single,29,high school,98008,unemployed,168,51,small city,Andrew
100000702,male,single,46,high school,157473,staff,176,71,small city,Ann
100000703,female,non-single,47,university,149306,staff,182,42,small city,Martin
100000704,male,single,41,high school,139236,staff,163,74,mid-size city,George
100000705,female,non-single,32,high school,125890,staff,166,71,big city,Jennifer
100000706,female,non-single,35,high school,173124,staff,163,46,mid-size city,Ann
100000707,male,single,24,other,164621,staff,156,90,mid-size city,Andrew
100000708,female,non-single,25,high school,124539,staff,167,38,mid-size city,Ann
100000709,female,non-single,25,high school,107614,staff,178,55,mid-size city,Roozan
100000710,male,single,37,high school,88849,unemployed,149,60,small city,Ann
100000711,male,single,32,other,148566,manager,174,65,big city,Matt
100000712,female,non-single,35,high school,106515,staff,180,38,big city,Jennifer
100000713,male,single,46,high school,150465,manager,154,80,mid-size city,George
100000714,male,single,25,other,60868,unemployed,148,69,small city,Matt
100000715,male,single,27,other,255198,manager,153,84,big city,Martin
100000716,male,single,63,university,183178,staff,162,82,mid-size city,Andrew
100000717,male,single,40,high school,121448,staff,159,74,big city,George
100000718,male,single,32,other,129975,manager,160,63,big city,Martin
100000719,male,single,31,other,132950,staff,151,80,big city,Samid
100000720,male,non-single,31,high school,169314,staff,179,86,mid-size city,Andrew
100000721,male,single,34,high school,147958,manager,183,78,mid-size city,Jennifer
100000722,female,non-single,24,high school,139896,staff,140,67,big city,Samid
100000723,female,non-single,24,high school,68028,unemployed,170,52,small city,Jennifer
100000724,female,non-single,66,graduate school,133328,unemployed,150,61,small city,Roozan
100000725,female,non-single,21,high school,108518,staff,148,70,big city,Matt
100000726,female,non-single,41,university,112700,unemployed,186,56,small city,Lothor
100000727,male,non-single,47,university,110190,unemployed,176,46,small city,Lothor
100000728,female,non-single,25,high school,105104,staff,163,58,mid-size city,Jennifer
100000729,female,non-single,59,university,184753,staff,159,53,mid-size city,Samuel
100000730,male,non-single,36,high school,162521,staff,158,78,big city,Andrew
100000731,male,single,33,high school,156794,staff,183,64,mid-size city,Andrew
100000732,male,single,21,other,65827,unemployed,163,90,small city,Samuel
100000733,female,non-single,44,university,88490,unemployed,154,38,small city,Roozan
100000734,female,non-single,28,high school,154919,staff,184,42,big city,Lothor
100000735,female,non-single,37,high school,129058,staff,163,59,small city,Andrew
100000736,female,non-single,29,,77532,unemployed,181,59,small city,Lothor
100000737,female,non-single,23,high school,235417,manager,178,68,big city,Martin
100000738,male,single,35,high school,113468,unemployed,167,81,small city,Lothor
100000739,male,single,45,,190803,manager,180,75,big city,Samuel
100000740,female,non-single,26,high school,121423,unemployed,155,62,small city,Jennifer
100000741,male,single,32,other,121347,staff,171,45,mid-size city,Jennifer
100000742,male,single,23,other,67408,unemployed,166,47,small city,Jennifer
100000743,male,single,41,high school,123043,staff,184,86,mid-size city,Martin
100000744,male,single,22,other,128387,staff,173,63,big city,Matt
100000745,male,single,30,other,250050,manager,176,67,mid-size city,Roozan
100000746,male,single,28,other,69588,unemployed,163,56,small city,Ann
100000747,female,non-single,23,high school,109547,staff,170,71,mid-size city,Ann
100000748,female,non-single,37,high school,78840,unemployed,160,72,small city,Matt
100000749,male,single,26,other,131122,staff,152,50,small city,Lothor
100000750,male,single,33,high school,115403,staff,175,61,mid-size city,Samid
100000751,female,non-single,49,university,110291,staff,179,74,big city,Roozan
100000752,female,non-single,23,high school,64811,unemployed,163,75,small city,George
100000753,female,non-single,23,high school,86015,unemployed,143,38,small city,Roozan
100000754,female,non-single,25,high school,142438,staff,176,35,big city,Samuel
100000755,male,single,55,high school,159303,staff,166,86,mid-size city,Samid
100000756,female,non-single,32,high school,104957,staff,158,68,mid-size city,Samid
100000757,male,single,74,university,89502,unemployed,179,57,small city,Andrew
100000758,male,single,39,high school,121313,staff,169,52,mid-size city,Samid
100000759,male,single,31,other,98102,staff,149,75,small city,Martin
100000760,male,single,35,high school,94554,staff,149,52,mid-size city,Samid
100000761,female,non-single,59,university,162591,staff,182,47,mid-size city,Samid
100000762,female,non-single,24,high school,106629,staff,147,49,big city,Jennifer
100000763,male,single,24,other,70400,unemployed,141,85,small city,Samid
100000764,male,single,30,other,235660,manager,141,62,big city,Matt
100000765,male,non-single,27,high school,121747,staff,186,54,big city,Ann
100000766,male,non-single,40,high school,85060,unemployed,170,86,small city,George
100000767,male,non-single,31,high school,87630,unemployed,178,82,small city,Ann
100000768,female,non-single,31,high school,119673,staff,169,57,small city,Ann
100000769,male,single,28,other,126060,staff,164,85,big city,Lothor
100000770,male,single,63,university,96145,unemployed,147,90,small city,Jennifer
100000771,female,non-single,26,high school,114830,staff,149,62,small city,Andrew
100000772,female,non-single,25,high school,194461,manager,169,68,big city,Matt
100000773,male,single,36,,150158,manager,180,68,big city,Andrew
100000774,male,single,52,high school,136323,staff,161,48,big city,Samid
100000775,male,single,66,university,111858,unemployed,188,45,small city,Andrew
100000776,female,non-single,25,high school,100198,staff,159,44,small city,Samid
100000777,male,single,37,high school,123452,staff,189,86,big city,George
100000778,female,non-single,25,,120723,staff,173,43,mid-size city,Ann
100000779,male,single,38,high school,215639,manager,167,66,mid-size city,Jennifer
100000780,female,non-single,67,graduate school,166712,staff,187,37,mid-size city,Matt
100000781,male,single,25,other,136300,staff,186,85,mid-size city,Ann
100000782,male,single,60,university,166988,staff,157,60,big city,Ann
100000783,male,single,31,other,77265,unemployed,151,76,small city,Martin
100000784,female,non-single,23,high school,85967,unemployed,167,56,small city,George
100000785,male,non-single,60,university,212020,manager,182,46,small city,George
100000786,male,single,35,,126054,unemployed,161,51,small city,Samid
100000787,male,single,40,high school,144589,staff,142,86,small city,Jennifer
100000788,male,single,38,high school,116723,staff,154,69,mid-size city,Jennifer
100000789,male,single,50,high school,168637,staff,161,80,mid-size city,Ann
100000790,male,single,27,other,139119,staff,152,54,mid-size city,Ann
100000791,female,non-single,39,university,118610,staff,152,41,big city,Ann
100000792,male,single,41,high school,183312,manager,142,73,big city,Ann
100000793,male,non-single,27,high school,96323,staff,153,74,small city,Jennifer
100000794,male,non-single,51,university,149510,staff,186,78,big city,Matt
100000795,male,single,32,other,141922,staff,158,54,big city,Samuel
100000796,female,non-single,22,high school,120233,staff,180,47,small city,Ann
100000797,male,single,51,high school,172790,staff,154,85,mid-size city,Ann
100000798,female,non-single,22,high school,66720,unemployed,181,71,small city,Samid
100000799,male,non-single,54,university,113024,staff,146,83,mid-size city,Lothor
100000800,male,single,35,high school,51791,unemployed,180,81,small city,George
100000801,male,single,54,high school,118408,staff,185,65,big city,Martin
100000802,female,non-single,48,university,101616,unemployed,187,68,small city,Ann
100000803,female,non-single,24,high school,127250,staff,155,38,small city,Jennifer
100000804,male,single,35,high school,97290,staff,147,87,small city,Matt
100000805,female,non-single,24,high school,106970,unemployed,145,49,small city,Matt
100000806,male,single,24,other,168147,staff,168,66,big city,Lothor
100000807,male,non-single,26,high school,68468,unemployed,146,66,small city,Samuel
100000808,male,single,65,university,120780,staff,177,87,big city,Andrew
100000809,male,single,55,high school,231992,manager,143,52,big city,Roozan
100000810,female,non-single,26,high school,53903,unemployed,173,52,small city,Samuel
100000811,male,non-single,26,high school,101511,staff,175,90,big city,Martin
100000812,male,non-single,28,high school,69046,unemployed,177,86,small city,Samuel
100000813,male,single,24,other,171584,staff,156,65,mid-size city,Roozan
100000814,male,single,54,high school,132367,staff,180,59,big city,Jennifer
100000815,male,single,46,high school,134433,staff,185,88,big city,Samuel
100000816,female,non-single,54,university,190518,staff,180,49,small city,George
100000817,male,non-single,62,university,152367,staff,145,62,mid-size city,Martin
100000818,female,non-single,24,high school,101157,staff,148,48,mid-size city,Samuel
100000819,male,non-single,43,university,279593,manager,156,45,big city,Martin
100000820,male,non-single,26,high school,96716,staff,159,77,big city,Ann
100000821,male,non-single,27,,95171,staff,162,61,small city,Lothor
100000822,male,non-single,24,high school,129162,staff,183,83,big city,George
100000823,male,single,41,,118742,staff,151,51,small city,Samid
100000824,male,single,47,high school,74511,unemployed,151,50,small city,Martin
100000825,male,non-single,35,high school,157272,manager,178,67,mid-size city,Matt
100000826,male,non-single,30,high school,102374,staff,144,89,small city,Matt
100000827,female,non-single,33,,131492,staff,142,61,small city,Jennifer
100000828,male,single,36,high school,128702,staff,174,90,big city,Jennifer
100000829,male,single,47,high school,177509,staff,181,81,big city,Matt
100000830,male,single,38,,163451,staff,146,51,mid-size city,Samid
100000831,male,single,44,high school,144900,staff,164,78,mid-size city,Andrew
100000832,female,non-single,23,high school,97115,staff,146,59,big city,Lothor
100000833,male,single,29,other,196568,staff,168,85,big city,Andrew
100000834,female,non-single,42,university,158405,staff,175,64,small city,Samuel
100000835,female,non-single,25,high school,97376,unemployed,163,58,small city,Samuel
100000836,male,single,48,high school,108678,staff,152,64,mid-size city,Lothor
100000837,female,non-single,21,high school,92351,staff,173,73,small city,Ann
100000838,female,non-single,23,high school,61211,unemployed,169,73,small city,Matt
100000839,male,single,63,university,138644,staff,173,76,small city,Samuel
100000840,male,non-single,46,university,124824,staff,148,46,big city,Martin
100000841,male,single,29,other,132852,staff,189,52,small city,Jennifer
100000842,male,single,28,other,81069,unemployed,181,53,small city,George
100000843,female,non-single,23,high school,104094,staff,158,65,big city,Roozan
100000844,male,single,50,high school,114853,staff,181,71,small city,Lothor
100000845,male,single,47,,130344,staff,160,56,big city,George
100000846,male,single,35,high school,135090,staff,159,45,small city,Andrew
100000847,male,single,68,university,179151,staff,161,45,big city,Andrew
100000848,male,non-single,28,high school,97390,staff,188,87,mid-size city,George
100000849,male,single,59,university,120160,staff,175,90,small city,Matt
100000850,male,single,57,university,82277,unemployed,174,45,small city,Ann
100000851,male,non-single,33,high school,110844,staff,147,76,big city,Samid
100000852,male,single,43,high school,133105,staff,155,83,small city,Samuel
100000853,male,single,35,high school,102042,staff,151,72,small city,Lothor
100000854,male,single,32,other,69370,unemployed,173,47,small city,Samuel
100000855,male,single,45,high school,200298,staff,151,62,mid-size city,Martin
100000856,male,non-single,33,high school,117039,staff,169,81,big city,Matt
100000857,female,non-single,40,university,107585,staff,145,63,big city,Samuel
100000858,male,single,28,other,114429,staff,154,56,small city,Roozan
100000859,female,non-single,29,high school,128234,staff,183,53,big city,Martin
100000860,male,single,26,other,128580,staff,144,70,big city,Matt
100000861,male,single,27,other,177757,staff,187,79,mid-size city,Samid
100000862,male,non-single,28,high school,106222,staff,182,58,small city,Roozan
100000863,female,non-single,35,high school,118428,staff,153,66,big city,Andrew
100000864,male,single,32,other,139477,unemployed,150,88,small city,Jennifer
